Sunday_2030_830pm_EST_2200_1000pm_EST___AB_PER_VM_VO,Sunday_2030_830pm_EST_2200_1000pm_EST___AB_PER_VM_VO1,Sunday_2030_830pm_EST_2200_1000pm_EST___AB_PER_VM_VO2,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin3,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin4,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin5,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin6,httpsus02web_zoom_usj4433442211_pwdZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09_URL,httpsus02web_zoom_usj4433442211_pwdZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09
Sunday,09:30 (9:30am) EST - 10:30 (10:30am) EST,"
                                        C,D,JT,ENG,VM,VO
                    				",Str8UP,,Toronto,Format: Men's meeting,ID: 886 547 9471 Passcode: 1234,https://us06web.zoom.us/j/8865479471,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us06web.zoom.us/j/8865479471&choe=UTF-8&chld=L|0
Sunday,09:30 (9:30am) EST - 10:30 (10:30am) EST,"
                                        O,SD,ENG,HY,VO
                    				",New Sunday Morning,South Miami Lutheran Church,"7190 Sunset Dr, South Miami, FL, FL 33143",Hybrid meeting,"ID 88182797238, password: newsunday",https://us02web.zoom.us/j/88182797238?pwd=UUVYbTh5SlhURk1iYWdJODdUT1VxZz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/88182797238?pwd=UUVYbTh5SlhURk1iYWdJODdUT1VxZz09&choe=UTF-8&chld=L|0
Sunday,09:30 (9:30am) EST - 10:30 (10:30am) EST,"
                                        O,JT,ENG,VM,VO
                    				",Recovery through application,,"Baltimore, MD",,,https://us06web.zoom.us/j/8128288550,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us06web.zoom.us/j/8128288550&choe=UTF-8&chld=L|0
Sunday,09:30 (9:30am) EST - 11:00 (11:00am) EST,"
                                        O,D,ENG,VM,LD,VO
                    				",A Spiritual Awakening,,"Charleston, SC",,,https://us02web.zoom.us/j/2751511850,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/2751511850&choe=UTF-8&chld=L|0
Sunday,09:45 (9:45am) EST - 10:45 (10:45am) EST,"
                                        C,RF,ENG,VM,VO
                    				",Grateful Wake Group of Norfolk NE,,"Norfolk, NE",,"ID 534 022 8362, password: 505514",https://us02web.zoom.us/j/5340228362?pwd=ZEhHV3VZODJ6K3JjdFFpZlVvaFk4UT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/5340228362?pwd=ZEhHV3VZODJ6K3JjdFFpZlVvaFk4UT09&choe=UTF-8&chld=L|0
Sunday,10:00 (10:00am) EST - 11:00 (11:00am) EST,"
                                        O,RF,ENG,VM,VO
                    				",NA Meeting Makers,,"Virtual, WA",,password: 1111,https://us06web.zoom.us/j/4030287724?pwd=ZE4xcFNma0RvU0hzMkcyZHVVVlpRUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us06web.zoom.us/j/4030287724?pwd=ZE4xcFNma0RvU0hzMkcyZHVVVlpRUT09&choe=UTF-8&chld=L|0
Sunday,10:00 (10:00am) EST - 11:00 (11:00am) EST,"
                                        C,D,RF,ENG,VM,VO
                    				",Early Risers,,"Bend, OR","It is our group conscious that you initially join Early Risers with your name, location, and clean date to be let in until we can recognize you.",password: 1UpEarly!,https://us02web.zoom.us/j/86258700838,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/86258700838&choe=UTF-8&chld=L|0
Sunday,10:00 (10:00am) EST - 11:00 (11:00am) EST,"
                                        O,D,To,Tr,ENG,VM,VO
                    				",Okanagan Group of NA,Meeting ID 885 7638 0024,"Our homegroup members span the Globe!, Worldwide -- Topic - Traditions Study",,Zoom local dial-in number: https://us02web.zoom.us/u/kbiYvoH58X,https://us02web.zoom.us/j/88576380024,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/88576380024&choe=UTF-8&chld=L|0
Sunday,10:00 (10:00am) EST - 11:00 (11:00am) EST,"
                                        C,D,ME,ENG,VM,VO
                    				",Conscious Contact,,"Virtual, CA",,password: 232323,https://us02web.zoom.us/j/86291375466?pwd=dGpYMXN4cXhiL1YvaHpRMitYS3lwdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/86291375466?pwd=dGpYMXN4cXhiL1YvaHpRMitYS3lwdz09&choe=UTF-8&chld=L|0
Sunday,10:00 (10:00am) EST - 11:15 (11:15am) EST,"
                                        O,RF,ENG,VM,VO
                    				",Surfin the Net For Recovery Spiritual Awakening,,"Santa Cruz, CA",,password: 8675309,https://zoom.us/j/94187764612,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/94187764612&choe=UTF-8&chld=L|0
Sunday,10:00 (10:00am) EST - 11:00 (11:00am) EST,"
                                        O,RF,ENG,VM,VO
                    				",Recovery & Beyond Group,,"Mesa, AZ",,password: 245245,https://us02web.zoom.us/j/2452451993,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/2452451993&choe=UTF-8&chld=L|0
Sunday,10:00 (10:00am) EST - 11:00 (11:00am) EST,"
                                        O,JT,ENG,VM,VO
                    				",Just for Today Morning Zoom meeting,,"Port Huron, MI",,password: 532164,https://us02web.zoom.us/j/8362306219?pwd=djdVeEdBd2FMMXJ1ZkFyamU0RHRLdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/8362306219?pwd=djdVeEdBd2FMMXJ1ZkFyamU0RHRLdz09&choe=UTF-8&chld=L|0
Sunday,10:00 (10:00am) EST - 11:30 (11:30am) EST,"
                                        O,JT,ENG,VM,VO
                    				",Friends in Recovery,,"Newton, MA",,,https://us02web.zoom.us/j/87637508905,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/87637508905&choe=UTF-8&chld=L|0
Sunday,10:00 (10:00am) EST - 11:00 (11:00am) EST,"
                                        O,ENG,VM,PH,LD
                    				",Easy Like Sunday Morning,,ND,,,"tel:605.313.4221,, 3074093#","https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=605.313.4221,,%203074093#&choe=UTF-8&chld=L|0"
Sunday,10:00 (10:00am) EST - 11:30 (11:30am) EST,"
                                        C,ME,ENG,VM,VO
                    				",Peace Of Mind - 11th Step Meditation Meeting,,"Kalamazoo, MI",,,https://us02web.zoom.us/j/947152197,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/947152197&choe=UTF-8&chld=L|0
Sunday,10:00 (10:00am) EST - 12:00 (12:00pm) EST,"
                                        D,VM,FR,VO
                    				",Dépendémie - Toast et café,,"Saguenay, Québec",,ID: 251 228 5844 Code: 0,https://zoom.us/j/2512285844?pwd=dTVreXJLQXFzdVNrTUp0aVpZUzdJUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/2512285844?pwd=dTVreXJLQXFzdVNrTUp0aVpZUzdJUT09&choe=UTF-8&chld=L|0
Sunday,10:00 (10:00am) EST - 11:45 (11:45am) EST,"
                                        C,SG,BK,ENG,VM,PH
                    				",NA Infinity Group,Format: Book Audio - It Works // Step Working Guide,MA,Last 15 minutes for parking lot and exchange phone numbers,,tel:Dial (978) 990-5148 Access Code 8203185#,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=Dial%20(978)%20990-5148%20Access%20Code%208203185#&choe=UTF-8&chld=L|0
Sunday,10:00 (10:00am) EST - 11:00 (11:00am) EST,"
                                        O,RF,ENG,VM
                    				",Simplicity is the Key,,"Gainesville, FL",,,https://us02web.zoom.us/j/83056057460,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/83056057460&choe=UTF-8&chld=L|0
Sunday,10:00 (10:00am) EST - 11:30 (11:30am) EST,"
                                        O,VM,IT
                    				",Roma c'è!,Password: ciaoroma,,Riunione aperta la prima domenica del mese,,http://zoom.us/j/87167152105,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=http://zoom.us/j/87167152105&choe=UTF-8&chld=L|0
Sunday,10:00 (10:00am) EST - 11:30 (11:30am) EST,"
                                        C,D,RU,VM
                    				",ЭФИР,,,,Пароль 777,https://us02web.zoom.us/j/7771112019?pwd=cExwbXExMU0rbTlKWXIwM0lrZVhTZz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/7771112019?pwd=cExwbXExMU0rbTlKWXIwM0lrZVhTZz09&choe=UTF-8&chld=L|0
Sunday,10:30 (10:30am) EST - 11:30 (11:30am) EST,"
                                        O,D,ENG,VM,VO
                    				",Sunday Sunrise,,"Modesto, CA",,,https://zoom.us/j/635607975,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/635607975&choe=UTF-8&chld=L|0
Sunday,10:30 (10:30am) EST - 11:30 (11:30am) EST,"
                                        O,D,JT,ENG,VM,VO
                    				",QUARANTINED NA - San Diego,,"San Diego, CA",,,https://zoom.us/j/6420833054,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/6420833054&choe=UTF-8&chld=L|0
Sunday,10:30 (10:30am) EST - 12:00 (12:00pm) EST,"
                                        C,D,ES,JT,VM,VO
                    				",Pasos y Tradiciones,,"Springfield, MA",,contraseña: hoy,https://us02web.zoom.us/j/86303238670?pwd=Q25VZXk5dUNNTG45a2dTL2hNdG51UT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/86303238670?pwd=Q25VZXk5dUNNTG45a2dTL2hNdG51UT09&choe=UTF-8&chld=L|0
Sunday,10:30 (10:30am) EST - 11:45 (11:45am) EST,"
                                        O,RF,ENG,VM,VO
                    				",Sunday Just for Today,,"Long Island, NY",,password: 747749,https://us02web.zoom.us/j/499747749,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/499747749&choe=UTF-8&chld=L|0
Sunday,10:30 (10:30am) EST - 11:30 (11:30am) EST,"
                                        O,D,To,VM,HIN,VO
                    				",NA India Loner Group,,,,,https://us02web.zoom.us/j/8592341380,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/8592341380&choe=UTF-8&chld=L|0
Sunday,11:00 (11:00am) EST - 12:30 (12:30pm) EST,"
                                        SD,ENG,VM,VO
                    				",Living Proof,,"Denver, CO",,"ID: 846 0431 9527, Passcode: 255080",https://us02web.zoom.us/j/84604319527?pwd=RzlCcElNWHhFQVpId2RtWG83NFZwQT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/84604319527?pwd=RzlCcElNWHhFQVpId2RtWG83NFZwQT09&choe=UTF-8&chld=L|0
Sunday,11:00 (11:00am) EST - 12:00 (12:00pm) EST,"
                                        O,SD,ENG,VM,VO
                    				",Montana Rural Recovery Outreach,,MT,"Format: Speaker Meeting,","ID 905 489 644, Password: 239532",https://zoom.us/j/905489644,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/905489644&choe=UTF-8&chld=L|0
Sunday,11:00 (11:00am) EST - 12:00 (12:00pm) EST,"
                                        C,BT,D,JT,BK,ENG,VM,VO
                    				",CAG,,"Kansas City, MO",,password: 62,https://zoom.us/j/6243896289,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/6243896289&choe=UTF-8&chld=L|0
Sunday,11:00 (11:00am) EST - 12:30 (12:30pm) EST,"
                                        C,RF,ENG,PH
                    				",Recovery Continues  ICC-4,,IA,,http://www.nabyphone.com/international.html,"tel:717.908.1927, 9216392#","https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=717.908.1927,%209216392#&choe=UTF-8&chld=L|0"
Sunday,11:00 (11:00am) EST - 12:00 (12:00pm) EST,"
                                        O,To,ENG,VM,VO
                    				",No Excuses group,,"Kansas City, MO",,ID:  8168161953 passcode: 62,https://zoom.us/j/8168161953,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/8168161953&choe=UTF-8&chld=L|0
Sunday,11:00 (11:00am) EST - 12:00 (12:00pm) EST,"
                                        C,B,D,NC,Ag,ENG,VM,VO,SCL
                    				",Without Gods,,"Lancaster, PA",,ID: 837 6808 5026 PW: wu9PhB,https://us06web.zoom.us/j/83768085026?pwd=WWRabGxhRThtS09HZGhLaklKR2prdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us06web.zoom.us/j/83768085026?pwd=WWRabGxhRThtS09HZGhLaklKR2prdz09&choe=UTF-8&chld=L|0
Sunday,11:00 (11:00am) EST - 12:30 (12:30pm) EST,"
                                        D,St,ENG,VM,VO
                    				",Recovery From Within Group,,"Westchester County, NY",11th step workshop,ID: 883 5697 672 PW: 501879,https://us02web.zoom.us/j/8835697672?pwd=QU5mcUI5cHBRaHdxTTUvY3dyMkZFUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/8835697672?pwd=QU5mcUI5cHBRaHdxTTUvY3dyMkZFUT09&choe=UTF-8&chld=L|0
Sunday,11:00 (11:00am) EST - 12:30 (12:30pm) EST,"
                                        AB,PER,VM,VO
                    				",Aramesh Alman NA-Marathon-Meeting 24/7 گروه 24 ساعته آرامش آلمان Farsi,8:00 - 9:30 Uhr 12:30 - 14:00 Uhr 17:00 - 18:30 Uhr  19:30 - 21:00 Uhr,Berlin,,,https://us02web.zoom.us/j/4433442211?pwd=ZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/4433442211?pwd=ZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09&choe=UTF-8&chld=L|0
Sunday,11:00 (11:00am) EST - 12:30 (12:30pm) EST,"
                                        C,D,RU,VM
                    				",Old School,,,,nароль: 1022,https://us02web.zoom.us/j/2199331022?pwd=KytGRmdBL2M1RWpucG1EU,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/2199331022?pwd=KytGRmdBL2M1RWpucG1EU&choe=UTF-8&chld=L|0
Sunday,11:15 (11:15am) EST - 12:45 (12:45pm) EST,"
                                        O,SD,ENG,VM,VO
                    				",No Matter What NA,,"Louisville, KY",,Meeting ID: 2118358722 password: NMWNA,https://us06web.zoom.us/j/2118358722?pwd=qz2PeYlgJGiWiutUGtynwb36SYcYbs.1,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us06web.zoom.us/j/2118358722?pwd=qz2PeYlgJGiWiutUGtynwb36SYcYbs.1&choe=UTF-8&chld=L|0
Sunday,11:30 (11:30am) EST - 12:30 (12:30pm) EST,"
                                        O,ENG,VM,LD,VO,SCL
                    				",Our Continuing Journey - A Secular Meeting of NA,ID 377 644 1681,"Contra Costa County, CA",,password: clean2day,https://us02web.zoom.us/j/3776641681?pwd=K2pSY3hNbkc0SjFvUWVjUSs1Nm44Zz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/3776641681?pwd=K2pSY3hNbkc0SjFvUWVjUSs1Nm44Zz09&choe=UTF-8&chld=L|0
Sunday,11:30 (11:30am) EST - 13:00 (1:00pm) EST,"
                                        O,RF,ME,ENG,VM,VO
                    				",No Matter What Group,,"Los Angeles, CA",,"ID 636 954 6734, password: nmwg",https://us02web.zoom.us/j/6369546734,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/6369546734&choe=UTF-8&chld=L|0
Sunday,11:30 (11:30am) EST - 12:30 (12:30pm) EST,"
                                        O,JT,ME,ENG,VM,VO
                    				",Unity Group,,"Red Deer, AB",,"ID 785 980 128, Password: Serenity1",https://us02web.zoom.us/j/785980128?pwd=dmc3Q3J4Vm5HQVlKMEpUaVJqaFR2Zz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/785980128?pwd=dmc3Q3J4Vm5HQVlKMEpUaVJqaFR2Zz09&choe=UTF-8&chld=L|0
Sunday,11:30 (11:30am) EST - 13:00 (1:00pm) EST,"
                                        C,D,VM,IT
                    				",NApoli ONline,Password: Napoli20,,Riunione di servizio la prima domenica del mese alle ore 16.30,,https://us02web.zoom.us/j/89331129445,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/89331129445&choe=UTF-8&chld=L|0
Sunday,12:00 (12:00pm) EST - 13:00 (1:00pm) EST,"
                                        O,SD,ENG,VM,VO,SP
                    				",New Hope Meeting - Temp,,"Auburn, CA",,password: newhope,https://us02web.zoom.us/j/2016668582?pwd=UHJ4SVQ1Qnk3SnFiQ3RPSGIwRWhNUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/2016668582?pwd=UHJ4SVQ1Qnk3SnFiQ3RPSGIwRWhNUT09&choe=UTF-8&chld=L|0
Sunday,12:00 (12:00pm) EST - 13:00 (1:00pm) EST,"
                                        ENG,VM,VO,SP
                    				",NA in Place - Spiritual Principles Meeting,,"Los Gatos, CA",,http://na-in-place.org,https://zoom.us/j/526022691,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/526022691&choe=UTF-8&chld=L|0
Sunday,12:00 (12:00pm) EST - 13:00 (1:00pm) EST,"
                                        O,D,RF,ENG,VM,VO,SP
                    				",Virtually Yours Worldwide Group,,"Grass Valley, CA",Format: Spirituality meeting,"ID 872 170 897 50, password: 367118",https://us02web.zoom.us/j/87217089750?pwd=TStjZzBWNUlocDMrMFE4d3BsWjdCZz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/87217089750?pwd=TStjZzBWNUlocDMrMFE4d3BsWjdCZz09&choe=UTF-8&chld=L|0
Sunday,12:00 (12:00pm) EST - 13:00 (1:00pm) EST,"
                                        SD,ENG,VM,VO
                    				",Good Morning Davies NA - Temp,,"San Francisco, CA",,password: 1,https://zoom.us/j/82860272192,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/82860272192&choe=UTF-8&chld=L|0
Sunday,12:00 (12:00pm) EST - 13:15 (1:15pm) EST,"
                                        O,RF,ENG,VM,VO
                    				",Wake Up Recovery group of NA,,"Spokane, WA",,password: wakeup,https://us02web.zoom.us/j/85185380664?pwd=emh4ZWN2MjQydU1BUlNnWmxoem02QT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/85185380664?pwd=emh4ZWN2MjQydU1BUlNnWmxoem02QT09&choe=UTF-8&chld=L|0
Sunday,12:00 (12:00pm) EST - 13:00 (1:00pm) EST,"
                                        O,RF,ENG,VM,VO
                    				",Southwest Virtual NA Group,,"Sierra Vista, AZ",,password: 1234,https://us02web.zoom.us/j/3648569587,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/3648569587&choe=UTF-8&chld=L|0
Sunday,12:00 (12:00pm) EST - 13:00 (1:00pm) EST,"
                                        O,RF,ENG,VM,VO
                    				",Spiritual Principles at Noon,,"Bradenton, FL",,,https://us02web.zoom.us/j/4667930786,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/4667930786&choe=UTF-8&chld=L|0
Sunday,12:00 (12:00pm) EST - 14:00 (2:00pm) EST,"
                                        O,D,RF,ENG,VM,VO
                    				",Everyday at Noon,,"Roxbury, MA",,,https://us02web.zoom.us/j/3635183469,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/3635183469&choe=UTF-8&chld=L|0
Sunday,12:00 (12:00pm) EST - 13:30 (1:30pm) EST,"
                                        O,D,IP,RF,ENG,VM,VO
                    				",Carrying the Message Around the World,,"City of Brotherly Love, PA",,password: jftna,https://us02web.zoom.us/j/79162981566?pwd=SlkrM3RVUHRORkMrTVFXMC8wUEFxQT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/79162981566?pwd=SlkrM3RVUHRORkMrTVFXMC8wUEFxQT09&choe=UTF-8&chld=L|0
Sunday,12:00 (12:00pm) EST - 13:45 (1:45pm) EST,"
                                        C,ENG,VM,PH,LD
                    				",NA Infinity Group,Format: Literature Discussion,MA,Last 15 minutes for parking lot and exchange phone numbers,,tel:Dial (978) 990-5148 Access Code 8203185#,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=Dial%20(978)%20990-5148%20Access%20Code%208203185#&choe=UTF-8&chld=L|0
Sunday,12:00 (12:00pm) EST - 13:30 (1:30pm) EST,"
                                        O,ENG,VM,LD,VO
                    				",Life on Life's Terms,,"Brandon, FL",,,https://us02web.zoom.us/j/84181819869,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/84181819869&choe=UTF-8&chld=L|0
Sunday,12:00 (12:00pm) EST - 13:00 (1:00pm) EST,"
                                        O,ENG,VM,VO
                    				",Sunday Survival - NA Live,,"Palm Beach, FL",,,https://narcoticsanonymouslive.org/index.php/live-online-video-meetings,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://narcoticsanonymouslive.org/index.php/live-online-video-meetings&choe=UTF-8&chld=L|0
Sunday,12:00 (12:00pm) EST - 13:30 (1:30pm) EST,"
                                        O,D,VM,PT,VO
                    				",Grupo Fênix,,,,ID: 892 8948 7374,https://us06web.zoom.us/j/89289487374,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us06web.zoom.us/j/89289487374&choe=UTF-8&chld=L|0
Sunday,12:15 (12:15pm) EST - 13:45 (1:45pm) EST,"
                                        O,B,St,VM,DE,TC
                    				",,NA Meeting,Neue sind immer herzlich willkommen!,"Bonn, Nordrhein Westfalen",,https://us02web.zoom.us/j/82312247937?pwd=aWlXeXNwZ0IvNFJNV0EyaDJUSjFsZz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/82312247937?pwd=aWlXeXNwZ0IvNFJNV0EyaDJUSjFsZz09&choe=UTF-8&chld=L|0
Sunday,12:45 (12:45pm) EST - 14:15 (2:15pm) EST,"
                                        O,VM,FR,HY
                    				",La maladie ne prend pas de vacances,Réunion hybride,"Genève, Suisse",,,https://zoom.us/j/99336111385,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/99336111385&choe=UTF-8&chld=L|0
Sunday,13:00 (1:00pm) EST - 14:00 (2:00pm) EST,"
                                        O,SD,ENG,VM,VO
                    				",Sunday Morning NA,,"Santa Rosa, CA",,password: 1953,https://zoom.us/j/85061393436,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/85061393436&choe=UTF-8&chld=L|0
